yourlist:M201912106746803381A1F0E0DB47453E0216320D314B872,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
TUBB4A,M0QZL7,M0QZL7_HUMAN,unreviewed,Tubulin beta-4A chain (Fragment),TUBB4A,Homo sapiens (Human),157
TUBB4A,M0R042,M0R042_HUMAN,unreviewed,Tubulin beta chain (Fragment),TUBB4A,Homo sapiens (Human),144
TUBB4A,M0R0M1,M0R0M1_HUMAN,unreviewed,Tubulin beta-4A chain,TUBB4A,Homo sapiens (Human),93
TUBB4A,M0R0X0,M0R0X0_HUMAN,unreviewed,Tubulin beta-4A chain,TUBB4A,Homo sapiens (Human),103
TUBB4A,M0R1I1,M0R1I1_HUMAN,unreviewed,Tubulin beta chain (Fragment),TUBB4A,Homo sapiens (Human),74
TUBB4A,M0R278,M0R278_HUMAN,unreviewed,Tubulin beta-4A chain (Fragment),TUBB4A,Homo sapiens (Human),167
TUBB4A,M0R2D3,M0R2D3_HUMAN,unreviewed,Tubulin beta-4A chain (Fragment),TUBB4A,Homo sapiens (Human),155
TUBB4A,M0R2T4,M0R2T4_HUMAN,unreviewed,Tubulin beta-4A chain,TUBB4A,Homo sapiens (Human),104
TUBB4A,P04350,TBB4A_HUMAN,reviewed,Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain),TUBB4A TUBB4 TUBB5,Homo sapiens (Human),444
VAV1,A0A0A0MR07,A0A0A0MR07_HUMAN,unreviewed,Proto-oncogene vav,VAV1,Homo sapiens (Human),823
VAV1,A0A2X0SZ57,A0A2X0SZ57_HUMAN,unreviewed,VAV1 (Fragment),VAV1,Homo sapiens (Human),792
VAV1,F5H5P4,F5H5P4_HUMAN,unreviewed,Proto-oncogene vav,VAV1,Homo sapiens (Human),789
VAV1,L0R6S8,L0R6S8_HUMAN,unreviewed,Alternative protein VAV1,VAV1,Homo sapiens (Human),65
VAV1,P15498,VAV_HUMAN,reviewed,Proto-oncogene vav,VAV1 VAV,Homo sapiens (Human),845
VAV1,Q96D37,Q96D37_HUMAN,unreviewed,Proto-oncogene vav (VAV1 protein),VAV1,Homo sapiens (Human),790
INSR,M0R3E6,M0R3E6_HUMAN,unreviewed,Insulin receptor (Fragment),INSR,Homo sapiens (Human),152
INSR,P06213,INSR_HUMAN,reviewed,Insulin receptor (IR) (EC 2.7.10.1) (CD antigen CD220) [Cleaved into: Insulin receptor subunit alpha; Insulin receptor subunit beta],INSR,Homo sapiens (Human),1382
INSR,Q86WY9,Q86WY9_HUMAN,unreviewed,INSR protein (Fragment),INSR,Homo sapiens (Human),743
MCOLN1,M0QXD0,M0QXD0_HUMAN,unreviewed,Mucolipin-1 (Fragment),MCOLN1,Homo sapiens (Human),200
MCOLN1,M0R1X7,M0R1X7_HUMAN,unreviewed,Mucolipin-1 (Fragment),MCOLN1,Homo sapiens (Human),182
MCOLN1,Q9GZU1,MCLN1_HUMAN,reviewed,Mucolipin-1 (ML1) (MG-2) (Mucolipidin) (Transient receptor potential channel mucolipin 1) (TRPML1),MCOLN1 ML4 MSTP080,Homo sapiens (Human),580
PNPLA6,A0A0B4NEY1,A0A0B4NEY1_HUMAN,unreviewed,Mutant PNPLA6 protein (Fragment),PNPLA6,Homo sapiens (Human),39
PNPLA6,A0A0B4NF33,A0A0B4NF33_HUMAN,unreviewed,Mutant PNPLA6 protein (Fragment),PNPLA6,Homo sapiens (Human),100
PNPLA6,A0A0B4NFD1,A0A0B4NFD1_HUMAN,unreviewed,PNPLA6 protein (Fragment),PNPLA6,Homo sapiens (Human),85
PNPLA6,A0A0B4NFS2,A0A0B4NFS2_HUMAN,unreviewed,Mutant PNPLA6 protein (Fragment),PNPLA6,Homo sapiens (Human),87
PNPLA6,A0A2R8Y7E1,A0A2R8Y7E1_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),224
PNPLA6,A0A384DVU0,A0A384DVU0_HUMAN,unreviewed,Neuropathy target esterase,PNPLA6,Homo sapiens (Human),1365
PNPLA6,M0QXH7,M0QXH7_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),155
PNPLA6,M0QYF5,M0QYF5_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),117
PNPLA6,M0QYT1,M0QYT1_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),192
PNPLA6,M0QZD1,M0QZD1_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),38
PNPLA6,M0QZK5,M0QZK5_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),134
PNPLA6,M0R2C2,M0R2C2_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),267
PNPLA6,M0R2H4,M0R2H4_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),153
PNPLA6,M0R2K2,M0R2K2_HUMAN,unreviewed,Neuropathy target esterase (Fragment),PNPLA6,Homo sapiens (Human),181
PNPLA6,Q8IY17,PLPL6_HUMAN,reviewed,Neuropathy target esterase (EC 3.1.1.5) (Patatin-like phospholipase domain-containing protein 6),PNPLA6 NTE,Homo sapiens (Human),1375
STXBP2,A0A087WUN8,A0A087WUN8_HUMAN,unreviewed,Syntaxin-binding protein 2,STXBP2,Homo sapiens (Human),395
STXBP2,M0QZ54,M0QZ54_HUMAN,unreviewed,Syntaxin-binding protein 2 (Fragment),STXBP2,Homo sapiens (Human),111
STXBP2,M0R0D4,M0R0D4_HUMAN,unreviewed,Syntaxin-binding protein 2 (Fragment),STXBP2,Homo sapiens (Human),169
STXBP2,M0R0M7,M0R0M7_HUMAN,unreviewed,Syntaxin-binding protein 2,STXBP2,Homo sapiens (Human),408
STXBP2,M0R118,M0R118_HUMAN,unreviewed,Syntaxin-binding protein 2 (Fragment),STXBP2,Homo sapiens (Human),171
STXBP2,M0R1A1,M0R1A1_HUMAN,unreviewed,Syntaxin-binding protein 2 (Fragment),STXBP2,Homo sapiens (Human),220
STXBP2,M0R376,M0R376_HUMAN,unreviewed,Syntaxin-binding protein 2 (Fragment),STXBP2,Homo sapiens (Human),149
STXBP2,Q15833,STXB2_HUMAN,reviewed,Syntaxin-binding protein 2 (Protein unc-18 homolog 2) (Unc18-2) (Protein unc-18 homolog B) (Unc-18B),STXBP2 UNC18B,Homo sapiens (Human),593
STXBP2,R4GMY7,R4GMY7_HUMAN,unreviewed,Syntaxin-binding protein 2,STXBP2,Homo sapiens (Human),128
CD320,M0R100,M0R100_HUMAN,unreviewed,CD320 antigen (Fragment),CD320,Homo sapiens (Human),88
CD320,M0R1C4,M0R1C4_HUMAN,unreviewed,CD320 antigen,CD320,Homo sapiens (Human),81
CD320,Q9NPF0,CD320_HUMAN,reviewed,CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (FDC-SM-8D6) (Transcobalamin receptor) (TCblR) (CD antigen CD320),CD320 8D6A UNQ198/PRO224,Homo sapiens (Human),282
DNMT1,A0A024R7E3,A0A024R7E3_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase (EC 2.1.1.37),DNMT1 hCG_28474,Homo sapiens (Human),1678
DNMT1,I6L9H2,I6L9H2_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase (EC 2.1.1.37),DNMT1,Homo sapiens (Human),1511
DNMT1,K7EIZ6,K7EIZ6_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1,DNMT1,Homo sapiens (Human),40
DNMT1,K7EJL0,K7EJL0_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1 (Fragment),DNMT1,Homo sapiens (Human),255
DNMT1,K7EKC3,K7EKC3_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1 (Fragment),DNMT1,Homo sapiens (Human),25
DNMT1,K7ELB1,K7ELB1_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1 (Fragment),DNMT1,Homo sapiens (Human),94
DNMT1,K7EMU8,K7EMU8_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1,DNMT1,Homo sapiens (Human),89
DNMT1,K7ENQ6,K7ENQ6_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1 (Fragment),DNMT1,Homo sapiens (Human),119
DNMT1,K7ENW7,K7ENW7_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1 (Fragment),DNMT1,Homo sapiens (Human),389
DNMT1,K7EP77,K7EP77_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1 (Fragment),DNMT1,Homo sapiens (Human),55
DNMT1,K7ER10,K7ER10_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1 (Fragment),DNMT1,Homo sapiens (Human),77
DNMT1,K7ERQ1,K7ERQ1_HUMAN,unreviewed,DNA (cytosine-5)-methyltransferase 1 (Fragment),DNMT1,Homo sapiens (Human),71
DNMT1,P26358,DNMT1_HUMAN,reviewed,DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT),DNMT1 AIM CXXC9 DNMT,Homo sapiens (Human),1616
TYK2,A0A024R7E4,A0A024R7E4_HUMAN,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),TYK2 hCG_28495,Homo sapiens (Human),1187
TYK2,E9PM19,E9PM19_HUMAN,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),TYK2,Homo sapiens (Human),1002
TYK2,E9PPF2,E9PPF2_HUMAN,unreviewed,Tyrosine-protein kinase (EC 2.7.10.2),TYK2,Homo sapiens (Human),921
TYK2,E9PQE9,E9PQE9_HUMAN,unreviewed,Non-receptor tyrosine-protein kinase TYK2 (Fragment),TYK2,Homo sapiens (Human),134
TYK2,E9PQL2,E9PQL2_HUMAN,unreviewed,Non-receptor tyrosine-protein kinase TYK2 (Fragment),TYK2,Homo sapiens (Human),118
TYK2,H0YCT7,H0YCT7_HUMAN,unreviewed,Non-receptor tyrosine-protein kinase TYK2 (Fragment),TYK2,Homo sapiens (Human),82
TYK2,H0YE24,H0YE24_HUMAN,unreviewed,Non-receptor tyrosine-protein kinase TYK2 (Fragment),TYK2,Homo sapiens (Human),64
TYK2,H0YE41,H0YE41_HUMAN,unreviewed,Non-receptor tyrosine-protein kinase TYK2 (Fragment),TYK2,Homo sapiens (Human),194
TYK2,K7EJR6,K7EJR6_HUMAN,unreviewed,Non-receptor tyrosine-protein kinase TYK2 (Fragment),TYK2,Homo sapiens (Human),142
TYK2,K7EM33,K7EM33_HUMAN,unreviewed,Non-receptor tyrosine-protein kinase TYK2 (Fragment),TYK2,Homo sapiens (Human),135
TYK2,P29597,TYK2_HUMAN,reviewed,Non-receptor tyrosine-protein kinase TYK2 (EC 2.7.10.2),TYK2,Homo sapiens (Human),1187
DNM2,A0A024R7C9,A0A024R7C9_HUMAN,unreviewed,"Dynamin 2, isoform CRA_b",DNM2 hCG_2033723,Homo sapiens (Human),460
DNM2,K7EMQ3,K7EMQ3_HUMAN,unreviewed,Dynamin-2 (Fragment),DNM2,Homo sapiens (Human),289
DNM2,K7EMR9,K7EMR9_HUMAN,unreviewed,Dynamin-2 (Fragment),DNM2,Homo sapiens (Human),169
DNM2,K7ENE7,K7ENE7_HUMAN,unreviewed,Dynamin-2 (Fragment),DNM2,Homo sapiens (Human),137
DNM2,K7EPK9,K7EPK9_HUMAN,unreviewed,Dynamin-2 (Fragment),DNM2,Homo sapiens (Human),50
DNM2,P50570,DYN2_HUMAN,reviewed,Dynamin-2 (EC 3.6.5.5),DNM2 DYN2,Homo sapiens (Human),870
DNM2,Q9UPH5,Q9UPH5_HUMAN,unreviewed,Dynamin II (Fragment),DNM2,Homo sapiens (Human),393
SMARCA4,A0A0A0MT49,A0A0A0MT49_HUMAN,unreviewed,Transcription activator BRG1,SMARCA4,Homo sapiens (Human),1681
SMARCA4,A0A2R8Y440,A0A2R8Y440_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1192
SMARCA4,A0A2R8Y4C5,A0A2R8Y4C5_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1047
SMARCA4,A0A2R8Y4P4,A0A2R8Y4P4_HUMAN,unreviewed,Transcription activator BRG1,SMARCA4,Homo sapiens (Human),1649
SMARCA4,A0A2R8Y4R6,A0A2R8Y4R6_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),234
SMARCA4,A0A2R8Y523,A0A2R8Y523_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),799
SMARCA4,A0A2R8Y526,A0A2R8Y526_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1068
SMARCA4,A0A2R8Y583,A0A2R8Y583_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),55
SMARCA4,A0A2R8Y5K3,A0A2R8Y5K3_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),522
SMARCA4,A0A2R8Y6N0,A0A2R8Y6N0_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1145
SMARCA4,A0A2R8Y6V2,A0A2R8Y6V2_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1041
SMARCA4,A0A2R8Y7F3,A0A2R8Y7F3_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1165
SMARCA4,A0A2R8Y7R0,A0A2R8Y7R0_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),192
SMARCA4,A0A2R8Y7S2,A0A2R8Y7S2_HUMAN,unreviewed,Transcription activator BRG1,SMARCA4,Homo sapiens (Human),1646
SMARCA4,A0A2R8Y7Y7,A0A2R8Y7Y7_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1081
SMARCA4,A0A2R8Y866,A0A2R8Y866_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),157
SMARCA4,A0A2R8YCY3,A0A2R8YCY3_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),385
SMARCA4,A0A2R8YDA1,A0A2R8YDA1_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),985
SMARCA4,A0A2R8YF38,A0A2R8YF38_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),58
SMARCA4,A0A2R8YF58,A0A2R8YF58_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1065
SMARCA4,A0A2R8YF80,A0A2R8YF80_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1094
SMARCA4,A0A2R8YFK5,A0A2R8YFK5_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),336
SMARCA4,A0A2R8YFV8,A0A2R8YFV8_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),375
SMARCA4,A0A2R8YG32,A0A2R8YG32_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1198
SMARCA4,A0A2R8YGG3,A0A2R8YGG3_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1455
SMARCA4,A0A2R8YGP5,A0A2R8YGP5_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),1165
SMARCA4,A5D6X0,A5D6X0_HUMAN,unreviewed,SMARCA4 protein (Fragment),SMARCA4,Homo sapiens (Human),584
SMARCA4,A7E2E1,A7E2E1_HUMAN,unreviewed,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 (SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4, isoform CRA_a) (cDNA FLJ77531, highly similar to Homo sapiens SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 (SMARCA4), mRNA)",SMARCA4 hCG_29955,Homo sapiens (Human),1647
SMARCA4,B9EGQ8,B9EGQ8_HUMAN,unreviewed,SMARCA4 protein,SMARCA4,Homo sapiens (Human),1681
SMARCA4,K7EP28,K7EP28_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),221
SMARCA4,K7EQF0,K7EQF0_HUMAN,unreviewed,Transcription activator BRG1 (Fragment),SMARCA4,Homo sapiens (Human),348
SMARCA4,P51532,SMCA4_HUMAN,reviewed,Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Mitotic growth and transcription activator) (Protein BRG-1) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4),SMARCA4 BAF190A BRG1 SNF2B SNF2L4,Homo sapiens (Human),1647
SMARCA4,Q9HBD4,Q9HBD4_HUMAN,unreviewed,"SMARCA4 isoform 2 (SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4, isoform CRA_c) (Transcription activator BRG1)",SMARCA4 hCG_29955,Homo sapiens (Human),1679
LDLR,A0A024R7D5,A0A024R7D5_HUMAN,unreviewed,"Low density lipoprotein receptor (Familial hypercholesterolemia), isoform CRA_b",LDLR hCG_29965,Homo sapiens (Human),860
LDLR,A0A0E3KII0,A0A0E3KII0_HUMAN,unreviewed,Low density lipoprotein receptor (Fragment),LDLR,Homo sapiens (Human),112
LDLR,A0A0E3MS57,A0A0E3MS57_HUMAN,unreviewed,Low density lipoprotein receptor (Fragment),LDLR,Homo sapiens (Human),134
LDLR,A0A5B8PB45,A0A5B8PB45_HUMAN,unreviewed,Low-density lipoprotein receptor (Fragment),LDLR,Homo sapiens (Human),30
LDLR,A2SZX1,A2SZX1_HUMAN,unreviewed,LDLR (Fragment),LDLR,Homo sapiens (Human),13
LDLR,E1B4S5,E1B4S5_HUMAN,unreviewed,Low density lipoprotein (Fragment),LDLR,Homo sapiens (Human),41
LDLR,E1B4T0,E1B4T0_HUMAN,unreviewed,Low density lipoprotein (Fragment),LDLR,Homo sapiens (Human),76
LDLR,E2J5K4,E2J5K4_HUMAN,unreviewed,Low density lipoprotein receptor (Fragment),LDLR,Homo sapiens (Human),167
LDLR,H0YM92,H0YM92_HUMAN,unreviewed,Low-density lipoprotein receptor (Fragment),LDLR,Homo sapiens (Human),309
LDLR,H0YMD1,H0YMD1_HUMAN,unreviewed,Low-density lipoprotein receptor,LDLR,Homo sapiens (Human),948
LDLR,H0YMQ3,H0YMQ3_HUMAN,unreviewed,Low-density lipoprotein receptor (Fragment),LDLR,Homo sapiens (Human),170
LDLR,J3KMZ9,J3KMZ9_HUMAN,unreviewed,Low-density lipoprotein receptor (Fragment),LDLR,Homo sapiens (Human),945
LDLR,P01130,LDLR_HUMAN,reviewed,Low-density lipoprotein receptor (LDL receptor),LDLR,Homo sapiens (Human),860
LDLR,Q6LCH2,Q6LCH2_HUMAN,unreviewed,Low-density lipoprotein receptor (Fragment),ldlr,Homo sapiens (Human),46
LDLR,Q9UH51,Q9UH51_HUMAN,unreviewed,Low density lipoprotein receptor (Fragment),LDLR,Homo sapiens (Human),837
EPOR,A9QVL7,A9QVL7_HUMAN,unreviewed,Erythropoietin receptor (Fragment),EPOR,Homo sapiens (Human),203
EPOR,I6R7G3,I6R7G3_HUMAN,unreviewed,Truncated EPOR,EPOR,Homo sapiens (Human),411
EPOR,I6RPE1,I6RPE1_HUMAN,unreviewed,Truncated EPOR,EPOR,Homo sapiens (Human),442
EPOR,K7EN47,K7EN47_HUMAN,unreviewed,Erythropoietin receptor,EPOR,Homo sapiens (Human),119
EPOR,K7EP50,K7EP50_HUMAN,unreviewed,Erythropoietin receptor,EPOR,Homo sapiens (Human),130
EPOR,K7ERB5,K7ERB5_HUMAN,unreviewed,Erythropoietin receptor,EPOR,Homo sapiens (Human),276
EPOR,P19235,EPOR_HUMAN,reviewed,Erythropoietin receptor (EPO-R),EPOR,Homo sapiens (Human),508
CCDC151,A5D8V7,CC151_HUMAN,reviewed,Coiled-coil domain-containing protein 151,CCDC151,Homo sapiens (Human),595
CCDC151,B7ZMB9,B7ZMB9_HUMAN,unreviewed,CCDC151 protein (Fragment),CCDC151,Homo sapiens (Human),469
CCDC151,K7EN59,K7EN59_HUMAN,unreviewed,Coiled-coil domain-containing protein 151,CCDC151,Homo sapiens (Human),535
CCDC151,K7EPB4,K7EPB4_HUMAN,unreviewed,Coiled-coil domain-containing protein 151,CCDC151,Homo sapiens (Human),115
CCDC151,K7EPK8,K7EPK8_HUMAN,unreviewed,Coiled-coil domain-containing protein 151,CCDC151,Homo sapiens (Human),404
PRKCSH,A0A024R7F1,A0A024R7F1_HUMAN,unreviewed,"Protein kinase C substrate 80K-H, isoform CRA_a",PRKCSH hCG_29964,Homo sapiens (Human),527
PRKCSH,A0A0C4DGP4,A0A0C4DGP4_HUMAN,unreviewed,Glucosidase 2 subunit beta (Fragment),PRKCSH,Homo sapiens (Human),200
PRKCSH,A0A0S2Z4A0,A0A0S2Z4A0_HUMAN,unreviewed,Protein kinase C substrate 80K-H isoform 4 (Fragment),PRKCSH,Homo sapiens (Human),134
PRKCSH,A0A0S2Z4D8,A0A0S2Z4D8_HUMAN,unreviewed,Protein kinase C substrate 80K-H isoform 1 (Fragment),PRKCSH,Homo sapiens (Human),399
PRKCSH,A0A0S2Z4W7,A0A0S2Z4W7_HUMAN,unreviewed,Protein kinase C substrate 80K-H isoform 2 (Fragment),PRKCSH,Homo sapiens (Human),406
PRKCSH,A2VCQ4,A2VCQ4_HUMAN,unreviewed,PRKCSH protein (Fragment),PRKCSH,Homo sapiens (Human),181
PRKCSH,K7EIP3,K7EIP3_HUMAN,unreviewed,Glucosidase 2 subunit beta (Fragment),PRKCSH,Homo sapiens (Human),62
PRKCSH,K7EJ70,K7EJ70_HUMAN,unreviewed,Glucosidase 2 subunit beta (Fragment),PRKCSH,Homo sapiens (Human),144
PRKCSH,K7EKX1,K7EKX1_HUMAN,unreviewed,Glucosidase 2 subunit beta (Fragment),PRKCSH,Homo sapiens (Human),140
PRKCSH,K7EL27,K7EL27_HUMAN,unreviewed,Glucosidase 2 subunit beta (Fragment),PRKCSH,Homo sapiens (Human),132
PRKCSH,K7ELL7,K7ELL7_HUMAN,unreviewed,Glucosidase 2 subunit beta,PRKCSH,Homo sapiens (Human),535
PRKCSH,K7EPW7,K7EPW7_HUMAN,unreviewed,Glucosidase 2 subunit beta (Fragment),PRKCSH,Homo sapiens (Human),168
PRKCSH,P14314,GLU2B_HUMAN,reviewed,Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH),PRKCSH G19P1,Homo sapiens (Human),528
ACP5,A0A024R7F8,A0A024R7F8_HUMAN,unreviewed,Tartrate-resistant acid phosphatase type 5 (EC 3.1.3.2),ACP5 hCG_29961,Homo sapiens (Human),325
ACP5,A0A3B3IS75,A0A3B3IS75_HUMAN,unreviewed,Tartrate-resistant acid phosphatase type 5 (Fragment),ACP5,Homo sapiens (Human),71
ACP5,K7EIP0,K7EIP0_HUMAN,unreviewed,Tartrate-resistant acid phosphatase type 5 (Fragment),ACP5,Homo sapiens (Human),52
ACP5,K7EJD9,K7EJD9_HUMAN,unreviewed,Tartrate-resistant acid phosphatase type 5 (Fragment),ACP5,Homo sapiens (Human),124
ACP5,K7ES19,K7ES19_HUMAN,unreviewed,Tartrate-resistant acid phosphatase type 5,ACP5,Homo sapiens (Human),59
ACP5,K7ESF2,K7ESF2_HUMAN,unreviewed,Tartrate-resistant acid phosphatase type 5 (Fragment),ACP5,Homo sapiens (Human),74
ACP5,P13686,PPA5_HUMAN,reviewed,Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase),ACP5,Homo sapiens (Human),325
MAN2B1,M0QXY0,M0QXY0_HUMAN,unreviewed,Lysosomal alpha-mannosidase (Fragment),MAN2B1,Homo sapiens (Human),67
MAN2B1,M0QYZ1,M0QYZ1_HUMAN,unreviewed,Lysosomal alpha-mannosidase (Fragment),MAN2B1,Homo sapiens (Human),164
MAN2B1,M0QZG6,M0QZG6_HUMAN,unreviewed,Lysosomal alpha-mannosidase (Fragment),MAN2B1,Homo sapiens (Human),172
MAN2B1,M0R174,M0R174_HUMAN,unreviewed,Lysosomal alpha-mannosidase (Fragment),MAN2B1,Homo sapiens (Human),140
MAN2B1,O00754,MA2B1_HUMAN,reviewed,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide],MAN2B1 LAMAN MANB,Homo sapiens (Human),1011
RNASEH2A,A0A2R8Y606,A0A2R8Y606_HUMAN,unreviewed,Ribonuclease (EC 3.1.26.4),RNASEH2A,Homo sapiens (Human),71
RNASEH2A,A0A2R8Y658,A0A2R8Y658_HUMAN,unreviewed,Ribonuclease (EC 3.1.26.4) (Fragment),RNASEH2A,Homo sapiens (Human),138
RNASEH2A,O75792,RNH2A_HUMAN,reviewed,Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Aicardi-Goutieres syndrome 4 protein) (AGS4) (RNase H(35)) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A),RNASEH2A RNASEHI RNHIA,Homo sapiens (Human),299
RNASEH2A,Q6UQL6,Q6UQL6_HUMAN,unreviewed,Ribonuclease (EC 3.1.26.4),RNASEH2A,Homo sapiens (Human),299
KLF1,A0A0U4CJG7,A0A0U4CJG7_HUMAN,unreviewed,Truncated EKLF (Fragment),KLF1,Homo sapiens (Human),20
KLF1,A0A0U4D3U3,A0A0U4D3U3_HUMAN,unreviewed,EKLF (Fragment),KLF1,Homo sapiens (Human),181
KLF1,A0A0U4DAW6,A0A0U4DAW6_HUMAN,unreviewed,Truncated EKLF (Fragment),KLF1,Homo sapiens (Human),70
KLF1,A0A0U4DXB2,A0A0U4DXB2_HUMAN,unreviewed,Truncated EKLF (Fragment),KLF1,Homo sapiens (Human),23
KLF1,A0A0U4EBD4,A0A0U4EBD4_HUMAN,unreviewed,Truncated EKLF (Fragment),KLF1,Homo sapiens (Human),52
KLF1,A0A172M5U0,A0A172M5U0_HUMAN,unreviewed,Truncated erythroid Kruppel-like factor 1 (Fragment),KLF1,Homo sapiens (Human),73
KLF1,A0A1U9WYY8,A0A1U9WYY8_HUMAN,unreviewed,KLF1 (Fragment),KLF1,Homo sapiens (Human),275
KLF1,A0A223PZB5,A0A223PZB5_HUMAN,unreviewed,EKLF,KLF1,Homo sapiens (Human),362
KLF1,A0A385KNS9,A0A385KNS9_HUMAN,unreviewed,Truncated erythroid Kruppel-like factor EKLF/KLF1,EKLF KLF1,Homo sapiens (Human),211
KLF1,A0A3G5ECL4,A0A3G5ECL4_HUMAN,unreviewed,Truncated Kruppel-like factor 1,KLF1,Homo sapiens (Human),140
